priority,security_impact,data_impact,category,schema,object,subobject,status,severity,source_migration,local_state,remote_state,details,evidence_quality,likely_cause,recommended_strategy,requires_remote_change,requires_history_alignment,manual_review_status
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,alunos,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,alunos,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,alunos,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,anamneses,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,anamneses,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,anamneses,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_audit_events,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_audit_events,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_audit_events,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decision_traces,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decision_traces,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decision_traces,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decisions,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decisions,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_decisions,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_human_reviews,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_human_reviews,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_human_reviews,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_idempotency_keys,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_idempotency_keys,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aoe_idempotency_keys,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,assinaturas,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,assinaturas,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,assinaturas,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,avaliacoes,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,avaliacoes,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,avaliacoes,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,pagamentos,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,pagamentos,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,pagamentos,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,perfis,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,perfis,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,perfis,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,planos,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,planos,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,planos,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_dias,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_dias,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_dias,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_exercicios,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_exercicios,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treino_exercicios,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treinos,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treinos,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,treinos,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,workout_templates,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,workout_templates,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,workout_templates,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,acompanhamento_motivo,NULLABILITY_DIFFERENT,critical,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=YES remote_raw=NO local_norm=YES remote_norm=NO local_hash=b8836b6 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=''::text local_norm=null remote_norm='' local_hash=7c9b6140 remote_hash=596f73; ordinal_position: local_raw=19 remote_raw=19 local_norm=19 remote_norm=19 local_hash=5970cf remote_hash=5970cf,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,created_at,NULLABILITY_DIFFERENT,critical,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=16 remote_raw=16 local_norm=16 remote_norm=16 local_hash=5970cc remote_hash=5970cc,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,inicio,NULLABILITY_DIFFERENT,critical,data_type: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; udt_name: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=6 remote_raw=6 local_norm=6 remote_norm=6 local_hash=2b5db remote_hash=2b5db,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,observacoes,NULLABILITY_DIFFERENT,critical,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=''::text remote_raw=null local_norm='' remote_norm=null local_hash=596f73 remote_hash=7c9b6140; ordinal_position: local_raw=15 remote_raw=15 local_norm=15 remote_norm=15 local_hash=5970cb remote_hash=5970cb,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,pagamento_recebido,NULLABILITY_DIFFERENT,critical,data_type: local_raw=boolean remote_raw=boolean local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; udt_name: local_raw=bool remote_raw=bool local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=false remote_raw=false local_norm=false remote_norm=false local_hash=f6bcef0 remote_hash=f6bcef0; ordinal_position: local_raw=13 remote_raw=13 local_norm=13 remote_norm=13 local_hash=5970c9 remote_hash=5970c9,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,plano,NULLABILITY_DIFFERENT,critical,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=10 remote_raw=10 local_norm=10 remote_norm=10 local_hash=5970c6 remote_hash=5970c6,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,status,NULLABILITY_DIFFERENT,critical,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw='Ativo'::text remote_raw='Ativo'::text local_norm='ativo' remote_norm='ativo' local_hash=a891f676 remote_hash=a891f676; ordinal_position: local_raw=12 remote_raw=12 local_norm=12 remote_norm=12 local_hash=5970c8 remote_hash=5970c8,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,REVIEW_REQUIRED,column,public,alunos,student_user_id,LOCAL_ONLY,critical,20260730090000_student_identity_contract.sql,present,absent,Object exists locally but not in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Schema contract differs after safe normalization.,Review object-specific diff and design incremental reconciliation only after evidence collection.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,user_id,NULLABILITY_DIFFERENT,critical,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,valor,NULLABILITY_DIFFERENT,critical,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=0 remote_raw=null local_norm=0 remote_norm=null local_hash=2b5d5 remote_hash=7c9b6140; ordinal_position: local_raw=11 remote_raw=11 local_norm=11 remote_norm=11 local_hash=5970c7 remote_hash=5970c7,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,column,public,alunos,whatsapp,NULLABILITY_DIFFERENT,critical,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=YES local_norm=NO remote_norm=YES local_hash=5974a2 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=4 remote_raw=4 local_norm=4 remote_norm=4 local_hash=2b5d9 remote_hash=2b5d9,present,present,Treat nullability drift as material.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote table permits or requires nulls differently than local contract.,Run nullability profile before designing NOT NULL/default changes.,true,true,PENDING_MANUAL_REVIEW
P1,LOW,HIGH,constraint,public,alunos,alunos_student_user_id_fkey,LOCAL_ONLY,critical,20260730090000_student_identity_contract.sql,present,absent,Object exists locally but not in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Schema contract differs after safe normalization.,Review object-specific diff and design incremental reconciliation only after evidence collection.,true,true,PENDING_MANUAL_REVIEW
P1,REVIEW_REQUIRED,LOW,function,public,desvincular_aluno_usuario,p_aluno_id uuid,LOCAL_OVERLOAD_ONLY,critical,20260730090000_student_identity_contract.sql,present,absent,Object exists locally but not in remote evidence.,SIGNATURE_AWARE_FOR_FUNCTIONS_PARTIAL_FOR_GRANTS,Function signature exists on only one side or remote evidence has overload gap.,Review object-specific diff and design incremental reconciliation only after evidence collection.,true,true,PENDING_MANUAL_REVIEW
